,g,C,ERR
456,0.66,200,0.2285714285714285
457,0.73,200,0.2285714285714285
458,0.96,200,0.2285714285714285
459,1.01,200,0.2285714285714285
460,1.3,200,0.2285714285714285
461,1.37,200,0.2285714285714285
462,0.6,400,0.2285714285714285
463,0.64,400,0.2285714285714285
464,0.65,400,0.2285714285714285
465,0.72,400,0.2285714285714285
466,0.78,400,0.2285714285714285
467,0.9,400,0.2285714285714285
468,1.25,400,0.2285714285714285
469,1.45,400,0.2285714285714285
470,0.49,600,0.2285714285714285
471,0.54,600,0.2285714285714285
472,0.57,600,0.2285714285714285
473,0.61,600,0.2285714285714285
474,0.74,600,0.2285714285714285
475,0.99,600,0.2285714285714285
476,1.01,600,0.2285714285714285
477,1.14,600,0.2285714285714285
478,0.45,800,0.2285714285714285
479,0.49,800,0.2285714285714285
480,0.8,800,0.2285714285714285
481,0.87,800,0.2285714285714285
482,0.88,800,0.2285714285714285
483,0.97,800,0.2285714285714285
484,1.06,800,0.2285714285714285
485,0.33,1000,0.2285714285714285
486,0.56,1000,0.2285714285714285
487,0.67,1000,0.2285714285714285
488,0.74,1000,0.2285714285714285
489,1.0,1000,0.2285714285714285
490,0.21,1200,0.2285714285714285
491,0.23,1200,0.2285714285714285
492,0.35,1200,0.2285714285714285
493,0.43,1200,0.2285714285714285
494,0.47,1200,0.2285714285714285
495,0.78,1200,0.2285714285714285
496,1.08,1200,0.2285714285714285
497,1.16,1200,0.2285714285714285
498,1.21,1200,0.2285714285714285
499,1.27,1200,0.2285714285714285
500,1.28,1200,0.2285714285714285
501,0.33,1400,0.2285714285714285
502,0.42,1400,0.2285714285714285
503,0.45,1400,0.2285714285714285
504,0.59,1400,0.2285714285714285
505,0.97,1400,0.2285714285714285
506,1.06,1400,0.2285714285714285
507,1.32,1400,0.2285714285714285
508,1.34,1400,0.2285714285714285
509,0.33,1600,0.2285714285714285
510,0.62,1600,0.2285714285714285
511,1.11,1600,0.2285714285714285
512,0.25,1800,0.2285714285714285
513,0.31,1800,0.2285714285714285
514,0.45,1800,0.2285714285714285
515,0.53,1800,0.2285714285714285
516,0.64,1800,0.2285714285714285
517,0.69,1800,0.2285714285714285
518,0.97,1800,0.2285714285714285
519,1.09,1800,0.2285714285714285
520,0.33,2000,0.2285714285714285
521,0.4,2000,0.2285714285714285
522,0.48,2000,0.2285714285714285
523,0.55,2000,0.2285714285714285
524,0.6,2000,0.2285714285714285
525,0.63,2000,0.2285714285714285
526,0.65,2000,0.2285714285714285
527,1.09,2000,0.2285714285714285
528,1.18,2000,0.2285714285714285
529,0.3,2200,0.2285714285714285
530,0.38,2200,0.2285714285714285
531,1.18,2200,0.2285714285714285
532,0.16,2400,0.2285714285714285
533,0.22,2400,0.2285714285714285
534,0.23,2400,0.2285714285714285
535,0.3,2400,0.2285714285714285
536,0.82,2400,0.2285714285714285
537,0.86,2400,0.2285714285714285
538,0.88,2400,0.2285714285714285
539,1.08,2400,0.2285714285714285
540,1.45,2400,0.2285714285714285
541,0.16,2600,0.2285714285714285
542,0.99,2600,0.2285714285714285
543,0.19,2800,0.2285714285714285
544,0.22,2800,0.2285714285714285
545,0.3,2800,0.2285714285714285
546,0.33,2800,0.2285714285714285
547,0.41,2800,0.2285714285714285
548,0.69,2800,0.2285714285714285
549,0.21,3000,0.2285714285714285
550,0.34,3000,0.2285714285714285
551,0.44,3000,0.2285714285714285
552,0.45,3000,0.2285714285714285
553,0.08,3200,0.2285714285714285
554,0.39,3200,0.2285714285714285
555,0.52,3200,0.2285714285714285
556,1.2,3200,0.2285714285714285
557,0.21,3400,0.2285714285714285
558,0.3,3400,0.2285714285714285
559,0.46,3400,0.2285714285714285
560,0.74,3400,0.2285714285714285
561,0.77,3400,0.2285714285714285
562,0.81,3400,0.2285714285714285
563,1.2,3400,0.2285714285714285
564,0.22,3600,0.2285714285714285
565,0.32,3600,0.2285714285714285
566,0.49,3600,0.2285714285714285
567,0.67,3600,0.2285714285714285
568,0.15,3800,0.2285714285714285
569,0.27,3800,0.2285714285714285
570,0.79,3800,0.2285714285714285
571,0.16,4000,0.2285714285714285
572,0.23,4000,0.2285714285714285
573,0.26,4000,0.2285714285714285
574,0.67,4000,0.2285714285714285
575,0.71,4000,0.2285714285714285
576,0.79,4000,0.2285714285714285
577,0.93,4000,0.2285714285714285
578,1.03,4000,0.2285714285714285
579,1.49,4000,0.2285714285714285
580,0.14,4200,0.2285714285714285
581,0.21,4200,0.2285714285714285
582,0.33,4200,0.2285714285714285
583,0.85,4200,0.2285714285714285
584,0.93,4200,0.2285714285714285
585,0.11,4400,0.2285714285714285
586,0.18,4400,0.2285714285714285
587,0.27,4400,0.2285714285714285
588,0.36,4400,0.2285714285714285
589,0.66,4400,0.2285714285714285
590,0.76,4400,0.2285714285714285
